requester_name,requester_path,requested_name,requested_range,requested_type,resolved,resolved_path,resolved_version,latent_candidate
@angular/build,node_modules/@angular/build,@babel/helper-annotate-as-pure,7.25.9,dependency,True,node_modules/@babel/helper-annotate-as-pure,7.25.9,False
@angular/build,node_modules/@angular/build,@babel/helper-split-export-declaration,7.24.7,dependency,True,node_modules/@babel/helper-split-export-declaration,7.24.7,False
@angular/build,node_modules/@angular/build,@babel/plugin-syntax-import-attributes,7.26.0,dependency,True,node_modules/@babel/plugin-syntax-import-attributes,7.26.0,False
@angular/build,node_modules/@angular/build,@inquirer/confirm,5.0.2,dependency,True,node_modules/@inquirer/confirm,5.0.2,False
@angular/build,node_modules/@angular/build,@vitejs/plugin-basic-ssl,1.1.0,dependency,True,node_modules/@vitejs/plugin-basic-ssl,1.1.0,False
@angular/build,node_modules/@angular/build,beasties,0.1.0,dependency,True,node_modules/beasties,0.1.0,False
@angular/build,node_modules/@angular/build,browserslist,^4.23.0,dependency,True,node_modules/browserslist,4.24.3,False
@angular/build,node_modules/@angular/build,esbuild,0.24.0,dependency,True,node_modules/esbuild,0.24.0,False
@angular/build,node_modules/@angular/build,fast-glob,3.3.2,dependency,True,node_modules/fast-glob,3.3.2,False
@angular/build,node_modules/@angular/build,https-proxy-agent,7.0.5,dependency,True,node_modules/https-proxy-agent,7.0.5,False
@angular/build,node_modules/@angular/build,istanbul-lib-instrument,6.0.3,dependency,True,node_modules/istanbul-lib-instrument,6.0.3,False
@angular/build,node_modules/@angular/build,listr2,8.2.5,dependency,True,node_modules/listr2,8.2.5,False
@angular/build,node_modules/@angular/build,magic-string,0.30.12,dependency,True,node_modules/magic-string,0.30.12,False
@angular/build,node_modules/@angular/build,mrmime,2.0.0,dependency,True,node_modules/mrmime,2.0.0,False
@angular/build,node_modules/@angular/build,parse5-html-rewriting-stream,7.0.0,dependency,True,node_modules/parse5-html-rewriting-stream,7.0.0,False
@angular/build,node_modules/@angular/build,picomatch,4.0.2,dependency,True,node_modules/picomatch,4.0.2,False
@angular/build,node_modules/@angular/build,piscina,4.7.0,dependency,True,node_modules/piscina,4.7.0,False
@angular/build,node_modules/@angular/build,rollup,4.26.0,dependency,True,node_modules/rollup,4.26.0,False
@angular/build,node_modules/@angular/build,sass,1.80.7,dependency,True,node_modules/sass,1.80.7,False
@angular/build,node_modules/@angular/build,semver,7.6.3,dependency,True,node_modules/semver,7.6.3,False
@angular/build,node_modules/@angular/build,vite,5.4.11,dependency,True,node_modules/vite,5.4.11,False
@angular/build,node_modules/@angular/build,watchpack,2.4.2,dependency,True,node_modules/watchpack,2.4.2,False
@angular/build,node_modules/@angular/build,lmdb,3.1.5,optional,True,node_modules/lmdb,3.1.5,False
@angular/build,node_modules/@angular/build,@angular/compiler,^19.0.0,peer,True,node_modules/@angular/compiler,19.0.5,False
@angular/build,node_modules/@angular/build,@angular/compiler-cli,^19.0.0,peer,True,node_modules/@angular/compiler-cli,19.0.5,False
@angular/build,node_modules/@angular/build,@angular/localize,^19.0.0,peer,False,,,True
@angular/build,node_modules/@angular/build,@angular/platform-server,^19.0.0,peer,False,,,True
@angular/build,node_modules/@angular/build,@angular/service-worker,^19.0.0,peer,False,,,True
@angular/build,node_modules/@angular/build,@angular/ssr,^19.0.6,peer,False,,,True
@angular/build,node_modules/@angular/build,less,^4.2.0,peer,True,node_modules/less,4.2.0,False
@angular/build,node_modules/@angular/build,postcss,^8.4.0,peer,True,node_modules/postcss,8.5.1,False
@angular/build,node_modules/@angular/build,tailwindcss,^2.0.0 || ^3.0.0,peer,True,node_modules/tailwindcss,3.4.17,False
@angular/build,node_modules/@angular/build,typescript,>=5.5 <5.7,peer,True,node_modules/typescript,5.6.3,False
@angular/cdk,node_modules/@angular/cdk,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/cdk,node_modules/@angular/cdk,parse5,^7.1.2,optional,True,node_modules/parse5,7.2.1,False
@angular/cdk,node_modules/@angular/cdk,@angular/common,^19.0.0 || ^20.0.0,peer,True,node_modules/@angular/common,19.0.5,False
@angular/cdk,node_modules/@angular/cdk,@angular/core,^19.0.0 || ^20.0.0,peer,True,node_modules/@angular/core,19.0.5,False
@angular/cdk,node_modules/@angular/cdk,rxjs,^6.5.3 || ^7.4.0,peer,True,node_modules/rxjs,7.8.1,False
@angular/cli,node_modules/@angular/cli,@angular-devkit/architect,0.1900.6,dependency,True,node_modules/@angular-devkit/architect,0.1900.6,False
@angular/cli,node_modules/@angular/cli,@angular-devkit/core,19.0.6,dependency,True,node_modules/@angular-devkit/core,19.0.6,False
@angular/cli,node_modules/@angular/cli,@angular-devkit/schematics,19.0.6,dependency,True,node_modules/@angular-devkit/schematics,19.0.6,False
@angular/cli,node_modules/@angular/cli,@inquirer/prompts,7.1.0,dependency,True,node_modules/@inquirer/prompts,7.1.0,False
@angular/cli,node_modules/@angular/cli,@listr2/prompt-adapter-inquirer,2.0.18,dependency,True,node_modules/@listr2/prompt-adapter-inquirer,2.0.18,False
@angular/cli,node_modules/@angular/cli,@schematics/angular,19.0.6,dependency,True,node_modules/@schematics/angular,19.0.6,False
@angular/cli,node_modules/@angular/cli,@yarnpkg/lockfile,1.1.0,dependency,True,node_modules/@yarnpkg/lockfile,1.1.0,False
@angular/cli,node_modules/@angular/cli,ini,5.0.0,dependency,True,node_modules/ini,5.0.0,False
@angular/cli,node_modules/@angular/cli,jsonc-parser,3.3.1,dependency,True,node_modules/jsonc-parser,3.3.1,False
@angular/cli,node_modules/@angular/cli,listr2,8.2.5,dependency,True,node_modules/listr2,8.2.5,False
@angular/cli,node_modules/@angular/cli,npm-package-arg,12.0.0,dependency,True,node_modules/npm-package-arg,12.0.0,False
@angular/cli,node_modules/@angular/cli,npm-pick-manifest,10.0.0,dependency,True,node_modules/npm-pick-manifest,10.0.0,False
@angular/cli,node_modules/@angular/cli,pacote,20.0.0,dependency,True,node_modules/pacote,20.0.0,False
@angular/cli,node_modules/@angular/cli,resolve,1.22.8,dependency,True,node_modules/resolve,1.22.8,False
@angular/cli,node_modules/@angular/cli,semver,7.6.3,dependency,True,node_modules/semver,7.6.3,False
@angular/cli,node_modules/@angular/cli,symbol-observable,4.0.0,dependency,True,node_modules/symbol-observable,4.0.0,False
@angular/cli,node_modules/@angular/cli,yargs,17.7.2,dependency,True,node_modules/yargs,17.7.2,False
@angular/common,node_modules/@angular/common,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/common,node_modules/@angular/common,@angular/core,19.0.5,peer,True,node_modules/@angular/core,19.0.5,False
@angular/common,node_modules/@angular/common,rxjs,^6.5.3 || ^7.4.0,peer,True,node_modules/rxjs,7.8.1,False
@angular/compiler,node_modules/@angular/compiler,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/compiler,node_modules/@angular/compiler,@angular/core,19.0.5,peer,True,node_modules/@angular/core,19.0.5,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,@babel/core,7.26.0,dependency,True,node_modules/@babel/core,7.26.0,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,@jridgewell/sourcemap-codec,^1.4.14,dependency,True,node_modules/@jridgewell/sourcemap-codec,1.5.0,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,chokidar,^4.0.0,dependency,True,node_modules/chokidar,4.0.3,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,convert-source-map,^1.5.1,dependency,True,node_modules/convert-source-map,1.9.0,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,reflect-metadata,^0.2.0,dependency,True,node_modules/reflect-metadata,0.2.2,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,semver,^7.0.0,dependency,True,node_modules/semver,7.6.3,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,yargs,^17.2.1,dependency,True,node_modules/yargs,17.7.2,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,@angular/compiler,19.0.5,peer,True,node_modules/@angular/compiler,19.0.5,False
@angular/compiler-cli,node_modules/@angular/compiler-cli,typescript,>=5.5 <5.7,peer,True,node_modules/typescript,5.6.3,False
@angular/core,node_modules/@angular/core,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/core,node_modules/@angular/core,rxjs,^6.5.3 || ^7.4.0,peer,True,node_modules/rxjs,7.8.1,False
@angular/core,node_modules/@angular/core,zone.js,~0.15.0,peer,True,node_modules/zone.js,0.15.0,False
@angular/forms,node_modules/@angular/forms,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/forms,node_modules/@angular/forms,@angular/common,19.0.5,peer,True,node_modules/@angular/common,19.0.5,False
@angular/forms,node_modules/@angular/forms,@angular/core,19.0.5,peer,True,node_modules/@angular/core,19.0.5,False
@angular/forms,node_modules/@angular/forms,@angular/platform-browser,19.0.5,peer,True,node_modules/@angular/platform-browser,19.0.5,False
@angular/forms,node_modules/@angular/forms,rxjs,^6.5.3 || ^7.4.0,peer,True,node_modules/rxjs,7.8.1,False
@angular/material,node_modules/@angular/material,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/material,node_modules/@angular/material,@angular/animations,^19.0.0 || ^20.0.0,peer,True,node_modules/@angular/animations,19.0.5,False
@angular/material,node_modules/@angular/material,@angular/cdk,19.0.4,peer,True,node_modules/@angular/cdk,19.0.4,False
@angular/material,node_modules/@angular/material,@angular/common,^19.0.0 || ^20.0.0,peer,True,node_modules/@angular/common,19.0.5,False
@angular/material,node_modules/@angular/material,@angular/core,^19.0.0 || ^20.0.0,peer,True,node_modules/@angular/core,19.0.5,False
@angular/material,node_modules/@angular/material,@angular/forms,^19.0.0 || ^20.0.0,peer,True,node_modules/@angular/forms,19.0.5,False
@angular/material,node_modules/@angular/material,@angular/platform-browser,^19.0.0 || ^20.0.0,peer,True,node_modules/@angular/platform-browser,19.0.5,False
@angular/material,node_modules/@angular/material,rxjs,^6.5.3 || ^7.4.0,peer,True,node_modules/rxjs,7.8.1,False
@angular/platform-browser,node_modules/@angular/platform-browser,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/platform-browser,node_modules/@angular/platform-browser,@angular/animations,19.0.5,peer,True,node_modules/@angular/animations,19.0.5,False
@angular/platform-browser,node_modules/@angular/platform-browser,@angular/common,19.0.5,peer,True,node_modules/@angular/common,19.0.5,False
@angular/platform-browser,node_modules/@angular/platform-browser,@angular/core,19.0.5,peer,True,node_modules/@angular/core,19.0.5,False
@angular/platform-browser-dynamic,node_modules/@angular/platform-browser-dynamic,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/platform-browser-dynamic,node_modules/@angular/platform-browser-dynamic,@angular/common,19.0.5,peer,True,node_modules/@angular/common,19.0.5,False
@angular/platform-browser-dynamic,node_modules/@angular/platform-browser-dynamic,@angular/compiler,19.0.5,peer,True,node_modules/@angular/compiler,19.0.5,False
@angular/platform-browser-dynamic,node_modules/@angular/platform-browser-dynamic,@angular/core,19.0.5,peer,True,node_modules/@angular/core,19.0.5,False
@angular/platform-browser-dynamic,node_modules/@angular/platform-browser-dynamic,@angular/platform-browser,19.0.5,peer,True,node_modules/@angular/platform-browser,19.0.5,False
@angular/router,node_modules/@angular/router,tslib,^2.3.0,dependency,True,node_modules/tslib,2.8.1,False
@angular/router,node_modules/@angular/router,@angular/common,19.0.5,peer,True,node_modules/@angular/common,19.0.5,False
@angular/router,node_modules/@angular/router,@angular/core,19.0.5,peer,True,node_modules/@angular/core,19.0.5,False
@angular/router,node_modules/@angular/router,@angular/platform-browser,19.0.5,peer,True,node_modules/@angular/platform-browser,19.0.5,False
@angular/router,node_modules/@angular/router,rxjs,^6.5.3 || ^7.4.0,peer,True,node_modules/rxjs,7.8.1,False
@babel/code-frame,node_modules/@babel/code-frame,@babel/helper-validator-identifier,^7.25.9,dependency,True,node_modules/@babel/helper-validator-identifier,7.25.9,False
@babel/code-frame,node_modules/@babel/code-frame,js-tokens,^4.0.0,dependency,True,node_modules/js-tokens,4.0.0,False
@babel/code-frame,node_modules/@babel/code-frame,picocolors,^1.0.0,dependency,True,node_modules/picocolors,1.1.1,False
@babel/core,node_modules/@babel/core,@ampproject/remapping,^2.2.0,dependency,True,node_modules/@ampproject/remapping,2.3.0,False
@babel/core,node_modules/@babel/core,@babel/code-frame,^7.26.0,dependency,True,node_modules/@babel/code-frame,7.26.2,False
@babel/core,node_modules/@babel/core,@babel/generator,^7.26.0,dependency,True,node_modules/@babel/generator,7.26.2,False
@babel/core,node_modules/@babel/core,@babel/helper-compilation-targets,^7.25.9,dependency,True,node_modules/@babel/helper-compilation-targets,7.25.9,False
@babel/core,node_modules/@babel/core,@babel/helper-module-transforms,^7.26.0,dependency,True,node_modules/@babel/helper-module-transforms,7.26.0,False
@babel/core,node_modules/@babel/core,@babel/helpers,^7.26.0,dependency,True,node_modules/@babel/helpers,7.26.0,False
@babel/core,node_modules/@babel/core,@babel/parser,^7.26.0,dependency,True,node_modules/@babel/parser,7.26.3,False
@babel/core,node_modules/@babel/core,@babel/template,^7.25.9,dependency,True,node_modules/@babel/template,7.25.9,False
@babel/core,node_modules/@babel/core,@babel/traverse,^7.25.9,dependency,True,node_modules/@babel/traverse,7.26.4,False
@babel/core,node_modules/@babel/core,@babel/types,^7.26.0,dependency,True,node_modules/@babel/types,7.26.3,False
@babel/core,node_modules/@babel/core,convert-source-map,^2.0.0,dependency,True,node_modules/@babel/core/node_modules/convert-source-map,2.0.0,False
@babel/core,node_modules/@babel/core,debug,^4.1.0,dependency,True,node_modules/debug,4.4.0,False
@babel/core,node_modules/@babel/core,gensync,^1.0.0-beta.2,dependency,True,node_modules/gensync,1.0.0-beta.2,False
@babel/core,node_modules/@babel/core,json5,^2.2.3,dependency,True,node_modules/json5,2.2.3,False
@babel/core,node_modules/@babel/core,semver,^6.3.1,dependency,True,node_modules/@babel/core/node_modules/semver,6.3.1,False
@babel/generator,node_modules/@babel/generator,@babel/parser,^7.26.2,dependency,True,node_modules/@babel/parser,7.26.3,False
@babel/generator,node_modules/@babel/generator,@babel/types,^7.26.0,dependency,True,node_modules/@babel/types,7.26.3,False
